record_id,document_type,image_filename,doc_date,organization_or_store,respondent_dept,category,total_amount,satisfaction_score,usability_score,speed_score,avg_survey_score,handwritten_note,confidence,is_low_resolution,has_noise,ocr_status,date_imputed,amount_imputed,score_imputed,note_imputed,imputed_fields_count,needs_review,review_reason
R-0010,receipt,data/input_images/receipts/receipt_010_R-0010.jpg,2026-05-08,데이터랩서점,,인쇄제본,152900.0,,,,,OCR 테스트용,0.9578,True,False,정상추출,False,False,False,False,0,False,
R-0117,receipt,data/input_images/receipts/receipt_117_R-0117.jpg,2026-06-29,스마트오피스,,사무용품,220550.0,,,,,현장 실습비,0.9657,True,False,정상추출,False,False,False,False,0,False,
S-0027,survey,data/input_images/surveys/survey_027_S-0027.jpg,2026-04-13,,마케팅팀,만족도설문,,4.0,5.0,5.0,4.67,데이터 보정 기능 좋음,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0104,survey,data/input_images/surveys/survey_104_S-0104.jpg,2026-04-26,,마케팅팀,만족도설문,,5.0,2.0,5.0,4.0,데이터 보정 기능 좋음,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0045,survey,data/input_images/surveys/survey_045_S-0045.jpg,2026-06-25,,데이터팀,만족도설문,,3.0,5.0,3.0,3.67,모바일 화면 개선,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0106,receipt,data/input_images/receipts/receipt_106_R-0106.jpg,2026-06-25,AI세미나센터,,클라우드서비스,86350.0,,,,,현장 실습비,0.9542,False,False,정상추출,False,False,False,False,0,False,
R-0044,receipt,data/input_images/receipts/receipt_044_R-0044.jpg,2026-06-02,모두카페,,도서자료,224950.0,,,,,실습 준비용,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0062,survey,data/input_images/surveys/survey_062_S-0062.jpg,2026-05-22,,교육팀,만족도설문,,5.0,2.0,5.0,4.0,메뉴 구성이 좋음,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0086,receipt,data/input_images/receipts/receipt_086_R-0086.jpg,2026-03-17,업무자동화카페,,사무용품,180400.0,,,,,OCR 테스트용,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0027,receipt,data/input_images/receipts/receipt_027_R-0027.jpg,2026-04-01,데이터랩서점,,인쇄제본,85250.0,,,,,교육자료 준비,0.9757,False,False,정상추출,False,False,False,False,0,False,
S-0099,survey,data/input_images/surveys/survey_099_S-0099.jpg,2026-05-21,,운영팀,만족도설문,,3.0,2.0,5.0,3.33,차트 설명이 필요함,0.9544,False,False,정상추출,False,False,False,False,0,False,
R-0058,receipt,data/input_images/receipts/receipt_058_R-0058.jpg,2026-03-31,데이터랩서점,,교육운영,68750.0,,,,,팀 회의 사용,0.95,False,True,정상추출,False,False,False,False,0,False,
R-0112,receipt,data/input_images/receipts/receipt_112_R-0112.jpg,2026-04-28,디지털스캔샵,,사무용품,206250.0,,,,,교육자료 준비,0.9793,False,False,정상추출,False,False,False,False,0,False,
S-0095,survey,data/input_images/surveys/survey_095_S-0095.jpg,2026-04-09,,운영팀,만족도설문,,2.0,5.0,1.0,2.67,속도 개선 필요,0.957,True,True,정상추출,False,False,False,False,0,False,
S-0036,survey,data/input_images/surveys/survey_036_S-0036.jpg,2026-05-20,,기획팀,만족도설문,,4.0,4.0,1.0,3.0,차트 설명이 필요함,0.9832,False,False,정상추출,False,False,False,False,0,False,
S-0024,survey,data/input_images/surveys/survey_024_S-0024.jpg,2026-05-18,,교육팀,만족도설문,,3.8,3.6,2.9,3.43,데이터 보정 기능 좋음,0.9142,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
R-0063,receipt,data/input_images/receipts/receipt_063_R-0063.jpg,2026-07-07,서울프린트,,회의비,165550.0,,,,,현장 실습비,0.9657,True,False,정상추출,False,False,False,False,0,False,
R-0101,receipt,data/input_images/receipts/receipt_101_R-0101.jpg,2026-03-06,테크문구,,클라우드서비스,128150.0,,,,,확인필요,0.921,False,True,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
S-0111,survey,data/input_images/surveys/survey_111_S-0111.jpg,2026-05-28,,교육팀,만족도설문,,5.0,3.0,5.0,4.33,이미지 업로드 편리,0.9693,False,True,정상추출,False,False,False,False,0,False,
R-0066,receipt,data/input_images/receipts/receipt_066_R-0066.jpg,2026-04-24,스마트오피스,,클라우드서비스,125400.0,,,,,OCR 테스트용,0.9734,False,True,정상추출,False,False,False,False,0,False,
S-0082,survey,data/input_images/surveys/survey_082_S-0082.jpg,2026-04-20,,운영팀,만족도설문,,5.0,4.0,3.0,4.0,모바일 화면 개선,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0097,receipt,data/input_images/receipts/receipt_097_R-0097.jpg,2026-04-25,클라우드문구,,회의비,146850.0,,,,,실습 준비용,0.9158,False,True,결측치보완완료,False,True,False,False,1,True,영수증 금액 원본보완
S-0057,survey,data/input_images/surveys/survey_057_S-0057.jpg,2026-06-23,,재무팀,만족도설문,,3.5,3.4,3.0,3.3,대시보드가 보기 쉬움,0.92,True,False,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
R-0041,receipt,data/input_images/receipts/receipt_041_R-0041.jpg,2026-05-06,스마트오피스,,클라우드서비스,149050.0,,,,,OCR 테스트용,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0056,survey,data/input_images/surveys/survey_056_S-0056.jpg,2026-06-24,,교육팀,만족도설문,,4.0,4.0,2.0,3.33,확인필요,0.9234,True,True,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
R-0098,receipt,data/input_images/receipts/receipt_098_R-0098.jpg,2026-06-16,그린오피스,,회의비,92400.0,,,,,실습 준비용,0.9503,False,False,정상추출,False,False,False,False,0,False,
S-0086,survey,data/input_images/surveys/survey_086_S-0086.jpg,2026-04-22,,재무팀,만족도설문,,2.0,5.0,4.0,3.67,OCR 결과 확인 필요,0.977,True,False,정상추출,False,False,False,False,0,False,
S-0040,survey,data/input_images/surveys/survey_040_S-0040.jpg,2026-05-07,,운영팀,만족도설문,,3.0,5.0,5.0,4.33,데이터 보정 기능 좋음,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0053,survey,data/input_images/surveys/survey_053_S-0053.jpg,2026-04-26,,기획팀,만족도설문,,5.0,3.0,5.0,4.33,보고서 자동화 유용,0.9657,False,True,정상추출,False,False,False,False,0,False,
R-0079,receipt,data/input_images/receipts/receipt_079_R-0079.jpg,2026-06-12,스마트오피스,,도서자료,140250.0,,,,,운영비 처리,0.9158,True,False,결측치보완완료,False,True,False,False,1,True,영수증 금액 원본보완
S-0060,survey,data/input_images/surveys/survey_060_S-0060.jpg,2026-05-11,,데이터팀,만족도설문,,3.0,3.0,5.0,3.67,이미지 업로드 편리,0.9542,False,False,정상추출,False,False,False,False,0,False,
R-0090,receipt,data/input_images/receipts/receipt_090_R-0090.jpg,2026-03-22,업무자동화카페,,도서자료,187000.0,,,,,교육자료 준비,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0051,receipt,data/input_images/receipts/receipt_051_R-0051.jpg,2026-03-22,스마트오피스,,인쇄제본,128700.0,,,,,실습 준비용,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0055,survey,data/input_images/surveys/survey_055_S-0055.jpg,2026-07-09,,기획팀,만족도설문,,3.0,2.0,5.0,3.33,속도 개선 필요,0.988,False,False,정상추출,False,False,False,False,0,False,
S-0080,survey,data/input_images/surveys/survey_080_S-0080.jpg,2026-05-10,,데이터팀,만족도설문,,2.0,3.0,3.0,2.67,대시보드가 보기 쉬움,0.9757,False,False,정상추출,False,False,False,False,0,False,
S-0110,survey,data/input_images/surveys/survey_110_S-0110.jpg,2026-03-06,,데이터팀,만족도설문,,5.0,3.0,3.0,3.67,입력 절차가 간단함,0.9849,False,False,정상추출,False,False,False,False,0,False,
R-0014,receipt,data/input_images/receipts/receipt_014_R-0014.jpg,2026-03-14,디지털스캔샵,,사무용품,147400.0,,,,,실습 준비용,0.9736,False,False,정상추출,False,False,False,False,0,False,
R-0032,receipt,data/input_images/receipts/receipt_032_R-0032.jpg,2026-05-24,그린오피스,,교육운영,315150.0,,,,,OCR 테스트용,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0001,survey,data/input_images/surveys/survey_001_S-0001.jpg,2026-03-10,,영업팀,만족도설문,,3.0,5.0,1.0,3.0,이미지 업로드 편리,0.961,False,False,정상추출,False,False,False,False,0,False,
S-0002,survey,data/input_images/surveys/survey_002_S-0002.jpg,2026-06-29,,인사팀,만족도설문,,4.0,5.0,4.0,4.33,대시보드가 보기 쉬움,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0108,survey,data/input_images/surveys/survey_108_S-0108.jpg,2026-05-25,,재무팀,만족도설문,,5.0,2.0,3.0,3.33,차트 설명이 필요함,0.9732,True,False,정상추출,False,False,False,False,0,False,
R-0092,receipt,data/input_images/receipts/receipt_092_R-0092.jpg,2026-05-09,데이터랩서점,,인쇄제본,281050.0,,,,,팀 회의 사용,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0083,receipt,data/input_images/receipts/receipt_083_R-0083.jpg,2026-03-04,AI세미나센터,,사무용품,230450.0,,,,,팀 회의 사용,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0110,receipt,data/input_images/receipts/receipt_110_R-0110.jpg,2026-06-21,스마트오피스,,도서자료,48950.0,,,,,확인필요,0.921,True,False,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
R-0065,receipt,data/input_images/receipts/receipt_065_R-0065.jpg,2026-03-14,테크문구,,교육운영,334400.0,,,,,실습 준비용,0.978,False,True,정상추출,False,False,False,False,0,False,
S-0090,survey,data/input_images/surveys/survey_090_S-0090.jpg,2026-06-16,,재무팀,만족도설문,,4.0,3.0,4.0,3.67,모바일 화면 개선,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0017,receipt,data/input_images/receipts/receipt_017_R-0017.jpg,2026-05-04,서울프린트,,사무용품,111650.0,,,,,교육자료 준비,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0019,survey,data/input_images/surveys/survey_019_S-0019.jpg,2026-04-24,,재무팀,만족도설문,,4.0,5.0,2.0,3.67,이미지 업로드 편리,0.978,False,True,정상추출,False,False,False,False,0,False,
S-0039,survey,data/input_images/surveys/survey_039_S-0039.jpg,2026-06-09,,재무팀,만족도설문,,3.5,3.4,3.0,3.3,모바일 화면 개선,0.92,True,False,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0102,survey,data/input_images/surveys/survey_102_S-0102.jpg,2026-05-11,,데이터팀,만족도설문,,4.0,5.0,5.0,4.67,OCR 결과 확인 필요,0.9693,True,False,정상추출,False,False,False,False,0,False,
R-0031,receipt,data/input_images/receipts/receipt_031_R-0031.jpg,2026-04-25,모두카페,,도서자료,19800.0,,,,,대시보드 검토,0.9793,False,False,정상추출,False,False,False,False,0,False,
R-0036,receipt,data/input_images/receipts/receipt_036_R-0036.jpg,2026-04-19,클라우드문구,,도서자료,147400.0,,,,,대시보드 검토,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0082,receipt,data/input_images/receipts/receipt_082_R-0082.jpg,2026-05-27,클라우드문구,,교육운영,188100.0,,,,,현장 실습비,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0015,receipt,data/input_images/receipts/receipt_015_R-0015.jpg,2026-03-16,클라우드문구,,인쇄제본,243100.0,,,,,확인필요,0.932,False,True,결측치보완완료,False,False,False,True,1,True,수기메모 누락(확인필요)
R-0113,receipt,data/input_images/receipts/receipt_113_R-0113.jpg,2026-05-25,스마트오피스,,사무용품,146300.0,,,,,프로젝트 자료,0.9736,False,False,정상추출,False,False,False,False,0,False,
S-0015,survey,data/input_images/surveys/survey_015_S-0015.jpg,2026-04-27,,인사팀,만족도설문,,3.6,4.2,2.9,3.57,입력 절차가 간단함,0.9142,False,True,결측치보완완료,False,False,True,False,1,True,설문점수 부서평균보간
S-0050,survey,data/input_images/surveys/survey_050_S-0050.jpg,2026-04-28,,데이터팀,만족도설문,,3.4,3.2,3.3,3.3,확인필요,0.882,True,True,결측치보완완료,False,False,True,True,2,True,설문점수 부서평균보간; 수기메모 누락(확인필요)
S-0029,survey,data/input_images/surveys/survey_029_S-0029.jpg,2026-05-23,,영업팀,만족도설문,,4.0,3.0,3.0,3.33,보고서 자동화 유용,0.9734,False,True,정상추출,False,False,False,False,0,False,
S-0070,survey,data/input_images/surveys/survey_070_S-0070.jpg,2026-06-21,,인사팀,만족도설문,,5.0,4.0,3.0,4.0,보고서 자동화 유용,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0021,survey,data/input_images/surveys/survey_021_S-0021.jpg,2026-05-10,,마케팅팀,만족도설문,,4.0,3.0,1.0,2.67,데이터 보정 기능 좋음,0.9793,False,False,정상추출,False,False,False,False,0,False,
R-0080,receipt,data/input_images/receipts/receipt_080_R-0080.jpg,2026-04-22,그린오피스,,도서자료,91300.0,,,,,교육자료 준비,0.9845,False,False,정상추출,False,False,False,False,0,False,
S-0038,survey,data/input_images/surveys/survey_038_S-0038.jpg,2026-04-20,,영업팀,만족도설문,,4.0,2.0,5.0,3.67,입력 절차가 간단함,0.9834,False,False,정상추출,False,False,False,False,0,False,
R-0029,receipt,data/input_images/receipts/receipt_029_R-0029.jpg,2026-05-18,데이터랩서점,,인쇄제본,183150.0,,,,,실습 준비용,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0054,receipt,data/input_images/receipts/receipt_054_R-0054.jpg,2026-06-15,스마트오피스,,클라우드서비스,160050.0,,,,,현장 실습비,0.9757,False,False,정상추출,False,False,False,False,0,False,
R-0002,receipt,data/input_images/receipts/receipt_002_R-0002.jpg,2026-07-02,스마트오피스,,교육운영,193600.0,,,,,실습 준비용,0.901,True,True,결측치보완완료,True,False,False,False,1,True,날짜 원본보완
R-0034,receipt,data/input_images/receipts/receipt_034_R-0034.jpg,2026-04-13,스마트오피스,,인쇄제본,255750.0,,,,,실습 준비용,0.9542,False,False,정상추출,False,False,False,False,0,False,
R-0020,receipt,data/input_images/receipts/receipt_020_R-0020.jpg,2026-05-10,그린오피스,,도서자료,117150.0,,,,,팀 회의 사용,0.961,False,False,정상추출,False,False,False,False,0,False,
R-0040,receipt,data/input_images/receipts/receipt_040_R-0040.jpg,2026-04-24,서울프린트,,사무용품,123200.0,,,,,실습 준비용,0.9793,False,False,정상추출,False,False,False,False,0,False,
R-0037,receipt,data/input_images/receipts/receipt_037_R-0037.jpg,2026-04-03,그린오피스,,회의비,94050.0,,,,,현장 실습비,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0008,receipt,data/input_images/receipts/receipt_008_R-0008.jpg,2026-04-09,스마트오피스,,사무용품,195250.0,,,,,운영비 처리,0.9845,False,False,정상추출,False,False,False,False,0,False,
R-0033,receipt,data/input_images/receipts/receipt_033_R-0033.jpg,2026-04-19,테크문구,,클라우드서비스,97900.0,,,,,대시보드 검토,0.972,False,False,정상추출,False,False,False,False,0,False,
R-0102,receipt,data/input_images/receipts/receipt_102_R-0102.jpg,2026-03-01,서울프린트,,클라우드서비스,193050.0,,,,,현장 실습비,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0118,survey,data/input_images/surveys/survey_118_S-0118.jpg,2026-04-09,,영업팀,만족도설문,,5.0,2.0,3.0,3.33,모바일 화면 개선,0.988,False,False,정상추출,False,False,False,False,0,False,
R-0023,receipt,data/input_images/receipts/receipt_023_R-0023.jpg,2026-04-30,디지털스캔샵,,인쇄제본,153450.0,,,,,실습 준비용,0.9636,True,False,정상추출,False,False,False,False,0,False,
R-0039,receipt,data/input_images/receipts/receipt_039_R-0039.jpg,2026-04-10,데이터랩서점,,인쇄제본,161700.0,,,,,교육자료 준비,0.9834,False,False,정상추출,False,False,False,False,0,False,
S-0034,survey,data/input_images/surveys/survey_034_S-0034.jpg,2026-04-29,,데이터팀,만족도설문,,3.0,4.0,4.0,3.67,대시보드가 보기 쉬움,0.9845,False,False,정상추출,False,False,False,False,0,False,
R-0028,receipt,data/input_images/receipts/receipt_028_R-0028.jpg,2026-05-12,모두카페,,회의비,200200.0,,,,,현장 실습비,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0059,receipt,data/input_images/receipts/receipt_059_R-0059.jpg,2026-07-05,업무자동화카페,,회의비,94050.0,,,,,OCR 테스트용,0.9722,False,False,정상추출,False,False,False,False,0,False,
R-0120,receipt,data/input_images/receipts/receipt_120_R-0120.jpg,2026-07-03,데이터랩서점,,도서자료,274450.0,,,,,프로젝트 자료,0.9849,False,False,정상추출,False,False,False,False,0,False,
S-0098,survey,data/input_images/surveys/survey_098_S-0098.jpg,2026-04-20,,운영팀,만족도설문,,5.0,3.0,2.0,3.33,대시보드가 보기 쉬움,0.9581,False,False,정상추출,False,False,False,False,0,False,
S-0100,survey,data/input_images/surveys/survey_100_S-0100.jpg,2026-03-27,,기획팀,만족도설문,,3.0,3.0,5.0,3.67,보고서 자동화 유용,0.961,False,False,정상추출,False,False,False,False,0,False,
S-0030,survey,data/input_images/surveys/survey_030_S-0030.jpg,2026-05-19,,인사팀,만족도설문,,5.0,2.0,1.0,2.67,OCR 결과 확인 필요,0.9693,True,False,정상추출,False,False,False,False,0,False,
R-0114,receipt,data/input_images/receipts/receipt_114_R-0114.jpg,2026-04-21,업무자동화카페,,도서자료,171600.0,,,,,실습 준비용,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0066,survey,data/input_images/surveys/survey_066_S-0066.jpg,2026-05-29,,인사팀,만족도설문,,4.0,3.0,1.0,2.67,속도 개선 필요,0.96,False,False,정상추출,False,False,False,False,0,False,
S-0032,survey,data/input_images/surveys/survey_032_S-0032.jpg,2026-04-03,,교육팀,만족도설문,,4.0,3.0,3.0,3.33,입력 절차가 간단함,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0022,survey,data/input_images/surveys/survey_022_S-0022.jpg,2026-06-17,,운영팀,만족도설문,,2.0,2.0,4.0,2.67,메뉴 구성이 좋음,0.9636,False,True,정상추출,False,False,False,False,0,False,
S-0074,survey,data/input_images/surveys/survey_074_S-0074.jpg,2026-03-26,,운영팀,만족도설문,,3.0,4.0,5.0,4.0,속도 개선 필요,0.9734,False,True,정상추출,False,False,False,False,0,False,
S-0058,survey,data/input_images/surveys/survey_058_S-0058.jpg,2026-05-25,,인사팀,만족도설문,,3.0,5.0,1.0,3.0,속도 개선 필요,0.9622,False,True,정상추출,False,False,False,False,0,False,
R-0118,receipt,data/input_images/receipts/receipt_118_R-0118.jpg,2026-05-31,클라우드문구,,도서자료,93500.0,,,,,팀 회의 사용,0.9732,True,False,정상추출,False,False,False,False,0,False,
R-0007,receipt,data/input_images/receipts/receipt_007_R-0007.jpg,2026-05-24,데이터랩서점,,회의비,119350.0,,,,,프로젝트 자료,0.9542,False,False,정상추출,False,False,False,False,0,False,
S-0083,survey,data/input_images/surveys/survey_083_S-0083.jpg,2026-05-27,,운영팀,만족도설문,,5.0,3.0,2.0,3.33,속도 개선 필요,0.9834,False,False,정상추출,False,False,False,False,0,False,
S-0072,survey,data/input_images/surveys/survey_072_S-0072.jpg,2026-03-13,,영업팀,만족도설문,,5.0,4.0,4.0,4.33,데이터 보정 기능 좋음,0.9832,False,False,정상추출,False,False,False,False,0,False,
R-0006,receipt,data/input_images/receipts/receipt_006_R-0006.jpg,2026-06-27,업무자동화카페,,클라우드서비스,127050.0,,,,,교육자료 준비,0.972,False,False,정상추출,False,False,False,False,0,False,
S-0120,survey,data/input_images/surveys/survey_120_S-0120.jpg,2026-05-19,,인사팀,만족도설문,,2.0,3.0,3.0,2.67,모바일 화면 개선,0.9793,False,False,정상추출,False,False,False,False,0,False,
S-0067,survey,data/input_images/surveys/survey_067_S-0067.jpg,2026-07-02,,마케팅팀,만족도설문,,5.0,4.0,5.0,4.67,메뉴 구성이 좋음,0.9422,True,True,정상추출,False,False,False,False,0,False,
R-0077,receipt,data/input_images/receipts/receipt_077_R-0077.jpg,2026-04-04,업무자동화카페,,사무용품,63800.0,,,,,프로젝트 자료,0.9722,False,False,정상추출,False,False,False,False,0,False,
